,B_VALUE,C_VALUE,BETA1,BETA2,BETA3,BETA4,transactions,ETH,User_age,hours,days
0,5.0,5.0,1.0,0.01,0.01,0.01,65.0,0.15093455,2.1666666666666665,1560.0,65.0
1,5.0,5.0,1.0,0.01,0.01,0.1,65.0,0.15093455,2.1666666666666665,1560.0,65.0
2,5.0,5.0,1.0,0.01,0.1,0.01,65.0,0.15093455,2.1666666666666665,1560.0,65.0
3,5.0,5.0,1.0,0.01,0.1,0.1,65.0,0.15093455,2.1666666666666665,1560.0,65.0
4,5.0,5.0,1.0,0.1,0.01,0.01,65.0,0.15093455,2.1666666666666665,1560.0,65.0
5,5.0,5.0,1.0,0.1,0.01,0.1,65.0,0.15093455,2.1666666666666665,1560.0,65.0
6,5.0,5.0,1.0,0.1,0.1,0.01,65.0,0.15093455,2.1666666666666665,1560.0,65.0
7,5.0,5.0,1.0,0.1,0.1,0.1,65.0,0.15093455,2.1666666666666665,1560.0,65.0
8,5.0,10.0,1.0,0.01,0.01,0.01,83.0,0.19273181,2.7666666666666666,1992.0,83.0
9,5.0,10.0,1.0,0.01,0.01,0.1,83.0,0.19273181,2.7666666666666666,1992.0,83.0
10,5.0,10.0,1.0,0.01,0.1,0.01,83.0,0.19273181,2.7666666666666666,1992.0,83.0
11,5.0,10.0,1.0,0.01,0.1,0.1,83.0,0.19273181,2.7666666666666666,1992.0,83.0
12,5.0,10.0,1.0,0.1,0.01,0.01,83.0,0.19273181,2.7666666666666666,1992.0,83.0
13,5.0,10.0,1.0,0.1,0.01,0.1,83.0,0.19273181,2.7666666666666666,1992.0,83.0
14,5.0,10.0,1.0,0.1,0.1,0.01,83.0,0.19273181,2.7666666666666666,1992.0,83.0
15,5.0,10.0,1.0,0.1,0.1,0.1,83.0,0.19273181,2.7666666666666666,1992.0,83.0
16,5.0,15.0,1.0,0.01,0.01,0.01,96.0,0.22291872,3.2,2304.0,96.0
17,5.0,15.0,1.0,0.01,0.01,0.1,96.0,0.22291872,3.2,2304.0,96.0
18,5.0,15.0,1.0,0.01,0.1,0.01,96.0,0.22291872,3.2,2304.0,96.0
19,5.0,15.0,1.0,0.01,0.1,0.1,96.0,0.22291872,3.2,2304.0,96.0
20,5.0,15.0,1.0,0.1,0.01,0.01,96.0,0.22291872,3.2,2304.0,96.0
21,5.0,15.0,1.0,0.1,0.01,0.1,96.0,0.22291872,3.2,2304.0,96.0
