,B_VALUE,C_VALUE,BETA1,BETA2,BETA3,BETA4,transactions,ETH,User_age,hours,days
0,5.0,5.0,1.0,0.01,0.01,0.01,1161.0,2.69592327,1.6125,1161.0,48.375
1,5.0,5.0,1.0,0.01,0.01,0.1,1161.0,2.69592327,1.6125,1161.0,48.375
2,5.0,5.0,1.0,0.01,0.1,0.01,1161.0,2.69592327,1.6125,1161.0,48.375
3,5.0,5.0,1.0,0.01,0.1,0.1,1161.0,2.69592327,1.6125,1161.0,48.375
4,5.0,5.0,1.0,0.1,0.01,0.01,1161.0,2.69592327,1.6125,1161.0,48.375
5,5.0,5.0,1.0,0.1,0.01,0.1,1161.0,2.69592327,1.6125,1161.0,48.375
6,5.0,5.0,1.0,0.1,0.1,0.01,1161.0,2.69592327,1.6125,1161.0,48.375
7,5.0,5.0,1.0,0.1,0.1,0.1,1161.0,2.69592327,1.6125,1161.0,48.375
8,5.0,10.0,1.0,0.01,0.01,0.01,1389.0,3.22535523,1.9291666666666667,1389.0,57.875
9,5.0,10.0,1.0,0.01,0.01,0.1,1389.0,3.22535523,1.9291666666666667,1389.0,57.875
10,5.0,10.0,1.0,0.01,0.1,0.01,1389.0,3.22535523,1.9291666666666667,1389.0,57.875
11,5.0,10.0,1.0,0.01,0.1,0.1,1389.0,3.22535523,1.9291666666666667,1389.0,57.875
12,5.0,10.0,1.0,0.1,0.01,0.01,1389.0,3.22535523,1.9291666666666667,1389.0,57.875
13,5.0,10.0,1.0,0.1,0.01,0.1,1389.0,3.22535523,1.9291666666666667,1389.0,57.875
14,5.0,10.0,1.0,0.1,0.1,0.01,1389.0,3.22535523,1.9291666666666667,1389.0,57.875
15,5.0,10.0,1.0,0.1,0.1,0.1,1389.0,3.22535523,1.9291666666666667,1389.0,57.875
16,5.0,15.0,1.0,0.01,0.01,0.01,1522.0,3.53419054,2.113888888888889,1522.0,63.416666666666664
17,5.0,15.0,1.0,0.01,0.01,0.1,1522.0,3.53419054,2.113888888888889,1522.0,63.416666666666664
18,5.0,15.0,1.0,0.01,0.1,0.01,1522.0,3.53419054,2.113888888888889,1522.0,63.416666666666664
19,5.0,15.0,1.0,0.01,0.1,0.1,1522.0,3.53419054,2.113888888888889,1522.0,63.416666666666664
20,5.0,15.0,1.0,0.1,0.01,0.01,1522.0,3.53419054,2.113888888888889,1522.0,63.416666666666664
21,5.0,15.0,1.0,0.1,0.01,0.1,1522.0,3.53419054,2.113888888888889,1522.0,63.416666666666664
22,5.0,15.0,1.0,0.1,0.1,0.01,1522.0,3.53419054,2.113888888888889,1522.0,63.416666666666664
23,5.0,15.0,1.0,0.1,0.1,0.1,1522.0,3.53419054,2.113888888888889,1522.0,63.416666666666664
24,5.0,20.0,1.0,0.01,0.01,0.01,1621.0,3.76407547,2.251388888888889,1621.0,67.54166666666667
25,5.0,20.0,1.0,0.01,0.01,0.1,1621.0,3.76407547,2.251388888888889,1621.0,67.54166666666667
26,5.0,20.0,1.0,0.01,0.1,0.01,1621.0,3.76407547,2.251388888888889,1621.0,67.54166666666667
27,5.0,20.0,1.0,0.01,0.1,0.1,1621.0,3.76407547,2.251388888888889,1621.0,67.54166666666667
28,5.0,20.0,1.0,0.1,0.01,0.01,1621.0,3.76407547,2.251388888888889,1621.0,67.54166666666667
29,5.0,20.0,1.0,0.1,0.01,0.1,1621.0,3.76407547,2.251388888888889,1621.0,67.54166666666667
30,5.0,20.0,1.0,0.1,0.1,0.01,1621.0,3.76407547,2.251388888888889,1621.0,67.54166666666667
31,5.0,20.0,1.0,0.1,0.1,0.1,1621.0,3.76407547,2.251388888888889,1621.0,67.54166666666667
32,5.0,25.0,1.0,0.01,0.01,0.01,1707.0,3.96377349,2.370833333333333,1707.0,71.125
33,5.0,25.0,1.0,0.01,0.01,0.1,1707.0,3.96377349,2.370833333333333,1707.0,71.125
34,5.0,25.0,1.0,0.01,0.1,0.01,1707.0,3.96377349,2.370833333333333,1707.0,71.125
35,5.0,25.0,1.0,0.01,0.1,0.1,1707.0,3.96377349,2.370833333333333,1707.0,71.125
36,5.0,25.0,1.0,0.1,0.01,0.01,1707.0,3.96377349,2.370833333333333,1707.0,71.125
37,5.0,25.0,1.0,0.1,0.01,0.1,1707.0,3.96377349,2.370833333333333,1707.0,71.125
38,5.0,25.0,1.0,0.1,0.1,0.01,1707.0,3.96377349,2.370833333333333,1707.0,71.125
39,5.0,25.0,1.0,0.1,0.1,0.1,1707.0,3.96377349,2.370833333333333,1707.0,71.125
40,5.0,30.0,1.0,0.01,0.01,0.01,1786.0,4.14721702,2.4805555555555556,1786.0,74.41666666666667
41,5.0,30.0,1.0,0.01,0.01,0.1,1786.0,4.14721702,2.4805555555555556,1786.0,74.41666666666667
42,5.0,30.0,1.0,0.01,0.1,0.01,1786.0,4.14721702,2.4805555555555556,1786.0,74.41666666666667
43,5.0,30.0,1.0,0.01,0.1,0.1,1786.0,4.14721702,2.4805555555555556,1786.0,74.41666666666667
44,5.0,30.0,1.0,0.1,0.01,0.01,1786.0,4.14721702,2.4805555555555556,1786.0,74.41666666666667
45,5.0,30.0,1.0,0.1,0.01,0.1,1786.0,4.14721702,2.4805555555555556,1786.0,74.41666666666667
46,5.0,30.0,1.0,0.1,0.1,0.01,1786.0,4.14721702,2.4805555555555556,1786.0,74.41666666666667
47,5.0,30.0,1.0,0.1,0.1,0.1,1786.0,4.14721702,2.4805555555555556,1786.0,74.41666666666667
48,5.0,35.0,1.0,0.01,0.01,0.01,1858.0,4.31440606,2.5805555555555557,1858.0,77.41666666666667
49,5.0,35.0,1.0,0.01,0.01,0.1,1858.0,4.31440606,2.5805555555555557,1858.0,77.41666666666667
50,5.0,35.0,1.0,0.01,0.1,0.01,1858.0,4.31440606,2.5805555555555557,1858.0,77.41666666666667
51,5.0,35.0,1.0,0.01,0.1,0.1,1858.0,4.31440606,2.5805555555555557,1858.0,77.41666666666667
52,5.0,35.0,1.0,0.1,0.01,0.01,1858.0,4.31440606,2.5805555555555557,1858.0,77.41666666666667
53,5.0,35.0,1.0,0.1,0.01,0.1,1858.0,4.31440606,2.5805555555555557,1858.0,77.41666666666667
54,5.0,35.0,1.0,0.1,0.1,0.01,1858.0,4.31440606,2.5805555555555557,1858.0,77.41666666666667
55,5.0,35.0,1.0,0.1,0.1,0.1,1858.0,4.31440606,2.5805555555555557,1858.0,77.41666666666667
56,5.0,40.0,1.0,0.01,0.01,0.01,1925.0,4.46998475,2.673611111111111,1925.0,80.20833333333333
57,5.0,40.0,1.0,0.01,0.01,0.1,1925.0,4.46998475,2.673611111111111,1925.0,80.20833333333333
58,5.0,40.0,1.0,0.01,0.1,0.01,1925.0,4.46998475,2.673611111111111,1925.0,80.20833333333333
59,5.0,40.0,1.0,0.01,0.1,0.1,1925.0,4.46998475,2.673611111111111,1925.0,80.20833333333333
60,5.0,40.0,1.0,0.1,0.01,0.01,1925.0,4.46998475,2.673611111111111,1925.0,80.20833333333333
61,5.0,40.0,1.0,0.1,0.01,0.1,1925.0,4.46998475,2.673611111111111,1925.0,80.20833333333333
62,5.0,40.0,1.0,0.1,0.1,0.01,1925.0,4.46998475,2.673611111111111,1925.0,80.20833333333333
63,5.0,40.0,1.0,0.1,0.1,0.1,1925.0,4.46998475,2.673611111111111,1925.0,80.20833333333333
64,5.0,45.0,1.0,0.01,0.01,0.01,1988.0,4.61627516,2.761111111111111,1988.0,82.83333333333333
65,5.0,45.0,1.0,0.01,0.01,0.1,1988.0,4.61627516,2.761111111111111,1988.0,82.83333333333333
66,5.0,45.0,1.0,0.01,0.1,0.01,1988.0,4.61627516,2.761111111111111,1988.0,82.83333333333333
67,5.0,45.0,1.0,0.01,0.1,0.1,1988.0,4.61627516,2.761111111111111,1988.0,82.83333333333333
68,5.0,45.0,1.0,0.1,0.01,0.01,1988.0,4.61627516,2.761111111111111,1988.0,82.83333333333333
69,5.0,45.0,1.0,0.1,0.01,0.1,1988.0,4.61627516,2.761111111111111,1988.0,82.83333333333333
70,5.0,45.0,1.0,0.1,0.1,0.01,1988.0,4.61627516,2.761111111111111,1988.0,82.83333333333333
71,5.0,45.0,1.0,0.1,0.1,0.1,1988.0,4.61627516,2.761111111111111,1988.0,82.83333333333333
72,5.0,50.0,1.0,0.01,0.01,0.01,2047.0,4.75327729,2.843055555555556,2047.0,85.29166666666667
73,5.0,50.0,1.0,0.01,0.01,0.1,2047.0,4.75327729,2.843055555555556,2047.0,85.29166666666667
74,5.0,50.0,1.0,0.01,0.1,0.01,2047.0,4.75327729,2.843055555555556,2047.0,85.29166666666667
75,5.0,50.0,1.0,0.01,0.1,0.1,2047.0,4.75327729,2.843055555555556,2047.0,85.29166666666667
76,5.0,50.0,1.0,0.1,0.01,0.01,2047.0,4.75327729,2.843055555555556,2047.0,85.29166666666667
77,5.0,50.0,1.0,0.1,0.01,0.1,2047.0,4.75327729,2.843055555555556,2047.0,85.29166666666667
78,5.0,50.0,1.0,0.1,0.1,0.01,2047.0,4.75327729,2.843055555555556,2047.0,85.29166666666667
79,5.0,50.0,1.0,0.1,0.1,0.1,2047.0,4.75327729,2.843055555555556,2047.0,85.29166666666667
80,5.0,55.0,1.0,0.01,0.01,0.01,2104.0,4.88563528,2.9222222222222225,2104.0,87.66666666666667
81,5.0,55.0,1.0,0.01,0.01,0.1,2104.0,4.88563528,2.9222222222222225,2104.0,87.66666666666667
82,5.0,55.0,1.0,0.01,0.1,0.01,2104.0,4.88563528,2.9222222222222225,2104.0,87.66666666666667
83,5.0,55.0,1.0,0.01,0.1,0.1,2104.0,4.88563528,2.9222222222222225,2104.0,87.66666666666667
84,5.0,55.0,1.0,0.1,0.01,0.01,2104.0,4.88563528,2.9222222222222225,2104.0,87.66666666666667
85,5.0,55.0,1.0,0.1,0.01,0.1,2104.0,4.88563528,2.9222222222222225,2104.0,87.66666666666667
86,5.0,55.0,1.0,0.1,0.1,0.01,2104.0,4.88563528,2.9222222222222225,2104.0,87.66666666666667
87,5.0,55.0,1.0,0.1,0.1,0.1,2104.0,4.88563528,2.9222222222222225,2104.0,87.66666666666667
88,5.0,60.0,1.0,0.01,0.01,0.01,2158.0,5.01102706,2.9972222222222222,2158.0,89.91666666666667
89,5.0,60.0,1.0,0.01,0.01,0.1,2158.0,5.01102706,2.9972222222222222,2158.0,89.91666666666667
90,5.0,60.0,1.0,0.01,0.1,0.01,2158.0,5.01102706,2.9972222222222222,2158.0,89.91666666666667
91,5.0,60.0,1.0,0.01,0.1,0.1,2158.0,5.01102706,2.9972222222222222,2158.0,89.91666666666667
92,5.0,60.0,1.0,0.1,0.01,0.01,2158.0,5.01102706,2.9972222222222222,2158.0,89.91666666666667
93,5.0,60.0,1.0,0.1,0.01,0.1,2158.0,5.01102706,2.9972222222222222,2158.0,89.91666666666667
94,5.0,60.0,1.0,0.1,0.1,0.01,2158.0,5.01102706,2.9972222222222222,2158.0,89.91666666666667
95,5.0,60.0,1.0,0.1,0.1,0.1,2158.0,5.01102706,2.9972222222222222,2158.0,89.91666666666667
96,5.0,65.0,1.0,0.01,0.01,0.01,2197.0,5.10158779,3.051388888888889,2197.0,91.54166666666667
97,5.0,65.0,1.0,0.01,0.01,0.1,2197.0,5.10158779,3.051388888888889,2197.0,91.54166666666667
98,5.0,65.0,1.0,0.01,0.1,0.01,2197.0,5.10158779,3.051388888888889,2197.0,91.54166666666667
99,5.0,65.0,1.0,0.01,0.1,0.1,2197.0,5.10158779,3.051388888888889,2197.0,91.54166666666667
100,5.0,65.0,1.0,0.1,0.01,0.01,2197.0,5.10158779,3.051388888888889,2197.0,91.54166666666667
101,5.0,65.0,1.0,0.1,0.01,0.1,2197.0,5.10158779,3.051388888888889,2197.0,91.54166666666667
102,5.0,65.0,1.0,0.1,0.1,0.01,2197.0,5.10158779,3.051388888888889,2197.0,91.54166666666667
103,5.0,65.0,1.0,0.1,0.1,0.1,2197.0,5.10158779,3.051388888888889,2197.0,91.54166666666667
104,5.0,70.0,1.0,0.01,0.01,0.01,2235.0,5.18982645,3.1041666666666665,2235.0,93.125
105,5.0,70.0,1.0,0.01,0.01,0.1,2235.0,5.18982645,3.1041666666666665,2235.0,93.125
106,5.0,70.0,1.0,0.01,0.1,0.01,2235.0,5.18982645,3.1041666666666665,2235.0,93.125
107,5.0,70.0,1.0,0.01,0.1,0.1,2235.0,5.18982645,3.1041666666666665,2235.0,93.125
108,5.0,70.0,1.0,0.1,0.01,0.01,2235.0,5.18982645,3.1041666666666665,2235.0,93.125
109,5.0,70.0,1.0,0.1,0.01,0.1,2235.0,5.18982645,3.1041666666666665,2235.0,93.125
110,5.0,70.0,1.0,0.1,0.1,0.01,2235.0,5.18982645,3.1041666666666665,2235.0,93.125
111,5.0,70.0,1.0,0.1,0.1,0.1,2235.0,5.18982645,3.1041666666666665,2235.0,93.125
112,5.0,75.0,1.0,0.01,0.01,0.01,2271.0,5.27342097,3.154166666666667,2271.0,94.625
113,5.0,75.0,1.0,0.01,0.01,0.1,2271.0,5.27342097,3.154166666666667,2271.0,94.625
114,5.0,75.0,1.0,0.01,0.1,0.01,2271.0,5.27342097,3.154166666666667,2271.0,94.625
115,5.0,75.0,1.0,0.01,0.1,0.1,2271.0,5.27342097,3.154166666666667,2271.0,94.625
116,5.0,75.0,1.0,0.1,0.01,0.01,2271.0,5.27342097,3.154166666666667,2271.0,94.625
117,5.0,75.0,1.0,0.1,0.01,0.1,2271.0,5.27342097,3.154166666666667,2271.0,94.625
118,5.0,75.0,1.0,0.1,0.1,0.01,2271.0,5.27342097,3.154166666666667,2271.0,94.625
119,5.0,75.0,1.0,0.1,0.1,0.1,2271.0,5.27342097,3.154166666666667,2271.0,94.625
120,5.0,80.0,1.0,0.01,0.01,0.01,2306.0,5.35469342,3.2027777777777775,2306.0,96.08333333333333
121,5.0,80.0,1.0,0.01,0.01,0.1,2306.0,5.35469342,3.2027777777777775,2306.0,96.08333333333333
122,5.0,80.0,1.0,0.01,0.1,0.01,2306.0,5.35469342,3.2027777777777775,2306.0,96.08333333333333
123,5.0,80.0,1.0,0.01,0.1,0.1,2306.0,5.35469342,3.2027777777777775,2306.0,96.08333333333333
124,5.0,80.0,1.0,0.1,0.01,0.01,2306.0,5.35469342,3.2027777777777775,2306.0,96.08333333333333
125,5.0,80.0,1.0,0.1,0.01,0.1,2306.0,5.35469342,3.2027777777777775,2306.0,96.08333333333333
126,5.0,80.0,1.0,0.1,0.1,0.01,2306.0,5.35469342,3.2027777777777775,2306.0,96.08333333333333
127,5.0,80.0,1.0,0.1,0.1,0.1,2306.0,5.35469342,3.2027777777777775,2306.0,96.08333333333333
128,5.0,85.0,1.0,0.01,0.01,0.01,2340.0,5.4336438,3.25,2340.0,97.5
129,5.0,85.0,1.0,0.01,0.01,0.1,2340.0,5.4336438,3.25,2340.0,97.5
130,5.0,85.0,1.0,0.01,0.1,0.01,2340.0,5.4336438,3.25,2340.0,97.5
131,5.0,85.0,1.0,0.01,0.1,0.1,2340.0,5.4336438,3.25,2340.0,97.5
132,5.0,85.0,1.0,0.1,0.01,0.01,2340.0,5.4336438,3.25,2340.0,97.5
133,5.0,85.0,1.0,0.1,0.01,0.1,2340.0,5.4336438,3.25,2340.0,97.5
134,5.0,85.0,1.0,0.1,0.1,0.01,2340.0,5.4336438,3.25,2340.0,97.5
135,5.0,85.0,1.0,0.1,0.1,0.1,2340.0,5.4336438,3.25,2340.0,97.5
136,5.0,90.0,1.0,0.01,0.01,0.01,2373.0,5.51027211,3.2958333333333334,2373.0,98.875
137,5.0,90.0,1.0,0.01,0.01,0.1,2373.0,5.51027211,3.2958333333333334,2373.0,98.875
138,5.0,90.0,1.0,0.01,0.1,0.01,2373.0,5.51027211,3.2958333333333334,2373.0,98.875
139,5.0,90.0,1.0,0.01,0.1,0.1,2373.0,5.51027211,3.2958333333333334,2373.0,98.875
140,5.0,90.0,1.0,0.1,0.01,0.01,2373.0,5.51027211,3.2958333333333334,2373.0,98.875
141,5.0,90.0,1.0,0.1,0.01,0.1,2373.0,5.51027211,3.2958333333333334,2373.0,98.875
142,5.0,90.0,1.0,0.1,0.1,0.01,2373.0,5.51027211,3.2958333333333334,2373.0,98.875
143,5.0,90.0,1.0,0.1,0.1,0.1,2373.0,5.51027211,3.2958333333333334,2373.0,98.875
144,5.0,95.0,1.0,0.01,0.01,0.01,2405.0,5.58457835,3.3402777777777777,2405.0,100.20833333333333
145,5.0,95.0,1.0,0.01,0.01,0.1,2405.0,5.58457835,3.3402777777777777,2405.0,100.20833333333333
146,5.0,95.0,1.0,0.01,0.1,0.01,2405.0,5.58457835,3.3402777777777777,2405.0,100.20833333333333
147,5.0,95.0,1.0,0.01,0.1,0.1,2405.0,5.58457835,3.3402777777777777,2405.0,100.20833333333333
148,5.0,95.0,1.0,0.1,0.01,0.01,2405.0,5.58457835,3.3402777777777777,2405.0,100.20833333333333
149,5.0,95.0,1.0,0.1,0.01,0.1,2405.0,5.58457835,3.3402777777777777,2405.0,100.20833333333333
150,5.0,95.0,1.0,0.1,0.1,0.01,2405.0,5.58457835,3.3402777777777777,2405.0,100.20833333333333
151,5.0,95.0,1.0,0.1,0.1,0.1,2405.0,5.58457835,3.3402777777777777,2405.0,100.20833333333333
152,10.0,5.0,1.0,0.01,0.01,0.01,1411.0,3.27644077,1.9597222222222221,1411.0,58.791666666666664
153,10.0,5.0,1.0,0.01,0.01,0.1,1411.0,3.27644077,1.9597222222222221,1411.0,58.791666666666664
154,10.0,5.0,1.0,0.01,0.1,0.01,1411.0,3.27644077,1.9597222222222221,1411.0,58.791666666666664
155,10.0,5.0,1.0,0.01,0.1,0.1,1411.0,3.27644077,1.9597222222222221,1411.0,58.791666666666664
156,10.0,5.0,1.0,0.1,0.01,0.01,1411.0,3.27644077,1.9597222222222221,1411.0,58.791666666666664
157,10.0,5.0,1.0,0.1,0.01,0.1,1411.0,3.27644077,1.9597222222222221,1411.0,58.791666666666664
158,10.0,5.0,1.0,0.1,0.1,0.01,1411.0,3.27644077,1.9597222222222221,1411.0,58.791666666666664
159,10.0,5.0,1.0,0.1,0.1,0.1,1411.0,3.27644077,1.9597222222222221,1411.0,58.791666666666664
160,10.0,10.0,1.0,0.01,0.01,0.01,1572.0,3.65029404,2.183333333333333,1572.0,65.5
161,10.0,10.0,1.0,0.01,0.01,0.1,1572.0,3.65029404,2.183333333333333,1572.0,65.5
162,10.0,10.0,1.0,0.01,0.1,0.01,1572.0,3.65029404,2.183333333333333,1572.0,65.5
163,10.0,10.0,1.0,0.01,0.1,0.1,1572.0,3.65029404,2.183333333333333,1572.0,65.5
164,10.0,10.0,1.0,0.1,0.01,0.01,1572.0,3.65029404,2.183333333333333,1572.0,65.5
165,10.0,10.0,1.0,0.1,0.01,0.1,1572.0,3.65029404,2.183333333333333,1572.0,65.5
166,10.0,10.0,1.0,0.1,0.1,0.01,1572.0,3.65029404,2.183333333333333,1572.0,65.5
167,10.0,10.0,1.0,0.1,0.1,0.1,1572.0,3.65029404,2.183333333333333,1572.0,65.5
168,10.0,15.0,1.0,0.01,0.01,0.01,1689.0,3.92197623,2.345833333333333,1689.0,70.375
169,10.0,15.0,1.0,0.01,0.01,0.1,1689.0,3.92197623,2.345833333333333,1689.0,70.375
170,10.0,15.0,1.0,0.01,0.1,0.01,1689.0,3.92197623,2.345833333333333,1689.0,70.375
171,10.0,15.0,1.0,0.01,0.1,0.1,1689.0,3.92197623,2.345833333333333,1689.0,70.375
172,10.0,15.0,1.0,0.1,0.01,0.01,1689.0,3.92197623,2.345833333333333,1689.0,70.375
173,10.0,15.0,1.0,0.1,0.01,0.1,1689.0,3.92197623,2.345833333333333,1689.0,70.375
174,10.0,15.0,1.0,0.1,0.1,0.01,1689.0,3.92197623,2.345833333333333,1689.0,70.375
175,10.0,15.0,1.0,0.1,0.1,0.1,1689.0,3.92197623,2.345833333333333,1689.0,70.375
176,10.0,20.0,1.0,0.01,0.01,0.01,1787.0,4.14953909,2.4819444444444443,1787.0,74.45833333333333
177,10.0,20.0,1.0,0.01,0.01,0.1,1787.0,4.14953909,2.4819444444444443,1787.0,74.45833333333333
178,10.0,20.0,1.0,0.01,0.1,0.01,1787.0,4.14953909,2.4819444444444443,1787.0,74.45833333333333
179,10.0,20.0,1.0,0.01,0.1,0.1,1787.0,4.14953909,2.4819444444444443,1787.0,74.45833333333333
180,10.0,20.0,1.0,0.1,0.01,0.01,1787.0,4.14953909,2.4819444444444443,1787.0,74.45833333333333
181,10.0,20.0,1.0,0.1,0.01,0.1,1787.0,4.14953909,2.4819444444444443,1787.0,74.45833333333333
182,10.0,20.0,1.0,0.1,0.1,0.01,1787.0,4.14953909,2.4819444444444443,1787.0,74.45833333333333
183,10.0,20.0,1.0,0.1,0.1,0.1,1787.0,4.14953909,2.4819444444444443,1787.0,74.45833333333333
184,10.0,25.0,1.0,0.01,0.01,0.01,1874.0,4.35155918,2.6027777777777774,1874.0,78.08333333333333
185,10.0,25.0,1.0,0.01,0.01,0.1,1874.0,4.35155918,2.6027777777777774,1874.0,78.08333333333333
186,10.0,25.0,1.0,0.01,0.1,0.01,1874.0,4.35155918,2.6027777777777774,1874.0,78.08333333333333
187,10.0,25.0,1.0,0.01,0.1,0.1,1874.0,4.35155918,2.6027777777777774,1874.0,78.08333333333333
188,10.0,25.0,1.0,0.1,0.01,0.01,1874.0,4.35155918,2.6027777777777774,1874.0,78.08333333333333
189,10.0,25.0,1.0,0.1,0.01,0.1,1874.0,4.35155918,2.6027777777777774,1874.0,78.08333333333333
190,10.0,25.0,1.0,0.1,0.1,0.01,1874.0,4.35155918,2.6027777777777774,1874.0,78.08333333333333
191,10.0,25.0,1.0,0.1,0.1,0.1,1874.0,4.35155918,2.6027777777777774,1874.0,78.08333333333333
192,10.0,30.0,1.0,0.01,0.01,0.01,1952.0,4.53268064,2.711111111111111,1952.0,81.33333333333333
193,10.0,30.0,1.0,0.01,0.01,0.1,1952.0,4.53268064,2.711111111111111,1952.0,81.33333333333333
194,10.0,30.0,1.0,0.01,0.1,0.01,1952.0,4.53268064,2.711111111111111,1952.0,81.33333333333333
195,10.0,30.0,1.0,0.01,0.1,0.1,1952.0,4.53268064,2.711111111111111,1952.0,81.33333333333333
196,10.0,30.0,1.0,0.1,0.01,0.01,1952.0,4.53268064,2.711111111111111,1952.0,81.33333333333333
197,10.0,30.0,1.0,0.1,0.01,0.1,1952.0,4.53268064,2.711111111111111,1952.0,81.33333333333333
198,10.0,30.0,1.0,0.1,0.1,0.01,1952.0,4.53268064,2.711111111111111,1952.0,81.33333333333333
199,10.0,30.0,1.0,0.1,0.1,0.1,1952.0,4.53268064,2.711111111111111,1952.0,81.33333333333333
200,10.0,35.0,1.0,0.01,0.01,0.01,2024.0,4.69986968,2.811111111111111,2024.0,84.33333333333333
201,10.0,35.0,1.0,0.01,0.01,0.1,2024.0,4.69986968,2.811111111111111,2024.0,84.33333333333333
202,10.0,35.0,1.0,0.01,0.1,0.01,2024.0,4.69986968,2.811111111111111,2024.0,84.33333333333333
203,10.0,35.0,1.0,0.01,0.1,0.1,2024.0,4.69986968,2.811111111111111,2024.0,84.33333333333333
204,10.0,35.0,1.0,0.1,0.01,0.01,2024.0,4.69986968,2.811111111111111,2024.0,84.33333333333333
205,10.0,35.0,1.0,0.1,0.01,0.1,2024.0,4.69986968,2.811111111111111,2024.0,84.33333333333333
206,10.0,35.0,1.0,0.1,0.1,0.01,2024.0,4.69986968,2.811111111111111,2024.0,84.33333333333333
207,10.0,35.0,1.0,0.1,0.1,0.1,2024.0,4.69986968,2.811111111111111,2024.0,84.33333333333333
208,10.0,40.0,1.0,0.01,0.01,0.01,2091.0,4.85544837,2.904166666666667,2091.0,87.125
209,10.0,40.0,1.0,0.01,0.01,0.1,2091.0,4.85544837,2.904166666666667,2091.0,87.125
210,10.0,40.0,1.0,0.01,0.1,0.01,2091.0,4.85544837,2.904166666666667,2091.0,87.125
211,10.0,40.0,1.0,0.01,0.1,0.1,2091.0,4.85544837,2.904166666666667,2091.0,87.125
212,10.0,40.0,1.0,0.1,0.01,0.01,2091.0,4.85544837,2.904166666666667,2091.0,87.125
213,10.0,40.0,1.0,0.1,0.01,0.1,2091.0,4.85544837,2.904166666666667,2091.0,87.125
214,10.0,40.0,1.0,0.1,0.1,0.01,2091.0,4.85544837,2.904166666666667,2091.0,87.125
215,10.0,40.0,1.0,0.1,0.1,0.1,2091.0,4.85544837,2.904166666666667,2091.0,87.125
216,10.0,45.0,1.0,0.01,0.01,0.01,2154.0,5.00173878,2.9916666666666667,2154.0,89.75
217,10.0,45.0,1.0,0.01,0.01,0.1,2154.0,5.00173878,2.9916666666666667,2154.0,89.75
218,10.0,45.0,1.0,0.01,0.1,0.01,2154.0,5.00173878,2.9916666666666667,2154.0,89.75
219,10.0,45.0,1.0,0.01,0.1,0.1,2154.0,5.00173878,2.9916666666666667,2154.0,89.75
220,10.0,45.0,1.0,0.1,0.01,0.01,2154.0,5.00173878,2.9916666666666667,2154.0,89.75
221,10.0,45.0,1.0,0.1,0.01,0.1,2154.0,5.00173878,2.9916666666666667,2154.0,89.75
222,10.0,45.0,1.0,0.1,0.1,0.01,2154.0,5.00173878,2.9916666666666667,2154.0,89.75
223,10.0,45.0,1.0,0.1,0.1,0.1,2154.0,5.00173878,2.9916666666666667,2154.0,89.75
224,10.0,50.0,1.0,0.01,0.01,0.01,2200.0,5.108554,3.055555555555556,2200.0,91.66666666666667
225,10.0,50.0,1.0,0.01,0.01,0.1,2200.0,5.108554,3.055555555555556,2200.0,91.66666666666667
226,10.0,50.0,1.0,0.01,0.1,0.01,2200.0,5.108554,3.055555555555556,2200.0,91.66666666666667
227,10.0,50.0,1.0,0.01,0.1,0.1,2200.0,5.108554,3.055555555555556,2200.0,91.66666666666667
228,10.0,50.0,1.0,0.1,0.01,0.01,2200.0,5.108554,3.055555555555556,2200.0,91.66666666666667
229,10.0,50.0,1.0,0.1,0.01,0.1,2200.0,5.108554,3.055555555555556,2200.0,91.66666666666667
230,10.0,50.0,1.0,0.1,0.1,0.01,2200.0,5.108554,3.055555555555556,2200.0,91.66666666666667
231,10.0,50.0,1.0,0.1,0.1,0.1,2200.0,5.108554,3.055555555555556,2200.0,91.66666666666667
232,10.0,55.0,1.0,0.01,0.01,0.01,2243.0,5.20840301,3.1152777777777776,2243.0,93.45833333333333
233,10.0,55.0,1.0,0.01,0.01,0.1,2243.0,5.20840301,3.1152777777777776,2243.0,93.45833333333333
234,10.0,55.0,1.0,0.01,0.1,0.01,2243.0,5.20840301,3.1152777777777776,2243.0,93.45833333333333
235,10.0,55.0,1.0,0.01,0.1,0.1,2243.0,5.20840301,3.1152777777777776,2243.0,93.45833333333333
236,10.0,55.0,1.0,0.1,0.01,0.01,2243.0,5.20840301,3.1152777777777776,2243.0,93.45833333333333
237,10.0,55.0,1.0,0.1,0.01,0.1,2243.0,5.20840301,3.1152777777777776,2243.0,93.45833333333333
238,10.0,55.0,1.0,0.1,0.1,0.01,2243.0,5.20840301,3.1152777777777776,2243.0,93.45833333333333
239,10.0,55.0,1.0,0.1,0.1,0.1,2243.0,5.20840301,3.1152777777777776,2243.0,93.45833333333333
240,10.0,60.0,1.0,0.01,0.01,0.01,2283.0,5.30128581,3.1708333333333334,2283.0,95.125
241,10.0,60.0,1.0,0.01,0.01,0.1,2283.0,5.30128581,3.1708333333333334,2283.0,95.125
242,10.0,60.0,1.0,0.01,0.1,0.01,2283.0,5.30128581,3.1708333333333334,2283.0,95.125
243,10.0,60.0,1.0,0.01,0.1,0.1,2283.0,5.30128581,3.1708333333333334,2283.0,95.125
244,10.0,60.0,1.0,0.1,0.01,0.01,2283.0,5.30128581,3.1708333333333334,2283.0,95.125
245,10.0,60.0,1.0,0.1,0.01,0.1,2283.0,5.30128581,3.1708333333333334,2283.0,95.125
