,B_VALUE,C_VALUE,BETA1,BETA2,BETA3,BETA4,transactions,ETH,hours,days
2364,80,55,1,0.1,0.01,0.01,11653,27.05908171,11653,485.5416667
2365,80,55,1,0.1,0.01,0.1,11653,27.05908171,11653,485.5416667
2366,80,55,1,0.1,0.1,0.01,11653,27.05908171,11653,485.5416667
2367,80,55,1,0.1,0.1,0.1,11653,27.05908171,11653,485.5416667
2368,80,60,1,0.01,0.01,0.01,11815,27.43525705,11815,492.2916667
2369,80,60,1,0.01,0.01,0.1,11815,27.43525705,11815,492.2916667
2370,80,60,1,0.01,0.1,0.01,11815,27.43525705,11815,492.2916667
2371,80,60,1,0.01,0.1,0.1,11815,27.43525705,11815,492.2916667
2372,80,60,1,0.1,0.01,0.01,11815,27.43525705,11815,492.2916667
2373,80,60,1,0.1,0.01,0.1,11815,27.43525705,11815,492.2916667
2374,80,60,1,0.1,0.1,0.01,11815,27.43525705,11815,492.2916667
2375,80,60,1,0.1,0.1,0.1,11815,27.43525705,11815,492.2916667
2376,80,65,1,0.01,0.01,0.01,11971,27.79749997,11971,498.7916667
2377,80,65,1,0.01,0.01,0.1,11971,27.79749997,11971,498.7916667
2378,80,65,1,0.01,0.1,0.01,11971,27.79749997,11971,498.7916667
2379,80,65,1,0.01,0.1,0.1,11971,27.79749997,11971,498.7916667
2380,80,65,1,0.1,0.01,0.01,11971,27.79749997,11971,498.7916667
2381,80,65,1,0.1,0.01,0.1,11971,27.79749997,11971,498.7916667
2382,80,65,1,0.1,0.1,0.01,11971,27.79749997,11971,498.7916667
2383,80,65,1,0.1,0.1,0.1,11971,27.79749997,11971,498.7916667
2384,80,70,1,0.01,0.01,0.01,12121,28.14581047,12121,505.0416667
2385,80,70,1,0.01,0.01,0.1,12121,28.14581047,12121,505.0416667
2386,80,70,1,0.01,0.1,0.01,12121,28.14581047,12121,505.0416667
2387,80,70,1,0.01,0.1,0.1,12121,28.14581047,12121,505.0416667
2388,80,70,1,0.1,0.01,0.01,12121,28.14581047,12121,505.0416667
2389,80,70,1,0.1,0.01,0.1,12121,28.14581047,12121,505.0416667
2390,80,70,1,0.1,0.1,0.01,12121,28.14581047,12121,505.0416667
2391,80,70,1,0.1,0.1,0.1,12121,28.14581047,12121,505.0416667
2392,80,75,1,0.01,0.01,0.01,12265,28.48018855,12265,511.0416667
2393,80,75,1,0.01,0.01,0.1,12265,28.48018855,12265,511.0416667
2394,80,75,1,0.01,0.1,0.01,12265,28.48018855,12265,511.0416667
2395,80,75,1,0.01,0.1,0.1,12265,28.48018855,12265,511.0416667
2396,80,75,1,0.1,0.01,0.01,12265,28.48018855,12265,511.0416667
2397,80,75,1,0.1,0.01,0.1,12265,28.48018855,12265,511.0416667
2398,80,75,1,0.1,0.1,0.01,12265,28.48018855,12265,511.0416667
2399,80,75,1,0.1,0.1,0.1,12265,28.48018855,12265,511.0416667
2400,80,80,1,0.01,0.01,0.01,12405,28.80527835,12405,516.875
2401,80,80,1,0.01,0.01,0.1,12405,28.80527835,12405,516.875
2402,80,80,1,0.01,0.1,0.01,12405,28.80527835,12405,516.875
2403,80,80,1,0.01,0.1,0.1,12405,28.80527835,12405,516.875
2404,80,80,1,0.1,0.01,0.01,12405,28.80527835,12405,516.875
2405,80,80,1,0.1,0.01,0.1,12405,28.80527835,12405,516.875
2406,80,80,1,0.1,0.1,0.01,12405,28.80527835,12405,516.875
2407,80,80,1,0.1,0.1,0.1,12405,28.80527835,12405,516.875
2408,80,85,1,0.01,0.01,0.01,12541,29.12107987,12541,522.5416667
2409,80,85,1,0.01,0.01,0.1,12541,29.12107987,12541,522.5416667
2410,80,85,1,0.01,0.1,0.01,12541,29.12107987,12541,522.5416667
2411,80,85,1,0.01,0.1,0.1,12541,29.12107987,12541,522.5416667
2412,80,85,1,0.1,0.01,0.01,12541,29.12107987,12541,522.5416667
2413,80,85,1,0.1,0.01,0.1,12541,29.12107987,12541,522.5416667
2414,80,85,1,0.1,0.1,0.01,12541,29.12107987,12541,522.5416667
2415,80,85,1,0.1,0.1,0.1,12541,29.12107987,12541,522.5416667
2416,80,90,1,0.01,0.01,0.01,12672,29.42527104,12672,528
2417,80,90,1,0.01,0.01,0.1,12672,29.42527104,12672,528
2418,80,90,1,0.01,0.1,0.01,12672,29.42527104,12672,528
2419,80,90,1,0.01,0.1,0.1,12672,29.42527104,12672,528
2420,80,90,1,0.1,0.01,0.01,12672,29.42527104,12672,528
2421,80,90,1,0.1,0.01,0.1,12672,29.42527104,12672,528
2422,80,90,1,0.1,0.1,0.01,12672,29.42527104,12672,528
2423,80,90,1,0.1,0.1,0.1,12672,29.42527104,12672,528
2424,80,95,1,0.01,0.01,0.01,12800,29.722496,12800,533.3333333
2425,80,95,1,0.01,0.01,0.1,12800,29.722496,12800,533.3333333
2426,80,95,1,0.01,0.1,0.01,12800,29.722496,12800,533.3333333
2427,80,95,1,0.01,0.1,0.1,12800,29.722496,12800,533.3333333
2428,80,95,1,0.1,0.01,0.01,12800,29.722496,12800,533.3333333
2429,80,95,1,0.1,0.01,0.1,12800,29.722496,12800,533.3333333
2430,80,95,1,0.1,0.1,0.01,12800,29.722496,12800,533.3333333
2431,80,95,1,0.1,0.1,0.1,12800,29.722496,12800,533.3333333
2432,85,5,1,0.01,0.01,0.01,9602,22.29651614,9602,400.0833333
2433,85,5,1,0.01,0.01,0.1,9602,22.29651614,9602,400.0833333
2434,85,5,1,0.01,0.1,0.01,9602,22.29651614,9602,400.0833333
2435,85,5,1,0.01,0.1,0.1,9602,22.29651614,9602,400.0833333
2436,85,5,1,0.1,0.01,0.01,9602,22.29651614,9602,400.0833333
2437,85,5,1,0.1,0.01,0.1,9602,22.29651614,9602,400.0833333
2438,85,5,1,0.1,0.1,0.01,9602,22.29651614,9602,400.0833333
2439,85,5,1,0.1,0.1,0.1,9602,22.29651614,9602,400.0833333
2440,85,10,1,0.01,0.01,0.01,10058,23.35538006,10058,419.0833333
2441,85,10,1,0.01,0.01,0.1,10058,23.35538006,10058,419.0833333
2442,85,10,1,0.01,0.1,0.01,10058,23.35538006,10058,419.0833333
2443,85,10,1,0.01,0.1,0.1,10058,23.35538006,10058,419.0833333
2444,85,10,1,0.1,0.01,0.01,10058,23.35538006,10058,419.0833333
2445,85,10,1,0.1,0.01,0.1,10058,23.35538006,10058,419.0833333
2446,85,10,1,0.1,0.1,0.01,10058,23.35538006,10058,419.0833333
2447,85,10,1,0.1,0.1,0.1,10058,23.35538006,10058,419.0833333
2448,85,15,1,0.01,0.01,0.01,10408,24.16810456,10408,433.6666667
2449,85,15,1,0.01,0.01,0.1,10408,24.16810456,10408,433.6666667
2450,85,15,1,0.01,0.1,0.01,10408,24.16810456,10408,433.6666667
2451,85,15,1,0.01,0.1,0.1,10408,24.16810456,10408,433.6666667
2452,85,15,1,0.1,0.01,0.01,10408,24.16810456,10408,433.6666667
2453,85,15,1,0.1,0.01,0.1,10408,24.16810456,10408,433.6666667
2454,85,15,1,0.1,0.1,0.01,10408,24.16810456,10408,433.6666667
2455,85,15,1,0.1,0.1,0.1,10408,24.16810456,10408,433.6666667
2456,85,20,1,0.01,0.01,0.01,10703,24.85311521,10703,445.9583333
2457,85,20,1,0.01,0.01,0.1,10703,24.85311521,10703,445.9583333
2458,85,20,1,0.01,0.1,0.01,10703,24.85311521,10703,445.9583333
2459,85,20,1,0.01,0.1,0.1,10703,24.85311521,10703,445.9583333
2460,85,20,1,0.1,0.01,0.01,10703,24.85311521,10703,445.9583333
2461,85,20,1,0.1,0.01,0.1,10703,24.85311521,10703,445.9583333
2462,85,20,1,0.1,0.1,0.01,10703,24.85311521,10703,445.9583333
2463,85,20,1,0.1,0.1,0.1,10703,24.85311521,10703,445.9583333
2464,85,25,1,0.01,0.01,0.01,10963,25.45685341,10963,456.7916667
2465,85,25,1,0.01,0.01,0.1,10963,25.45685341,10963,456.7916667
2466,85,25,1,0.01,0.1,0.01,10963,25.45685341,10963,456.7916667
2467,85,25,1,0.01,0.1,0.1,10963,25.45685341,10963,456.7916667
2468,85,25,1,0.1,0.01,0.01,10963,25.45685341,10963,456.7916667
2469,85,25,1,0.1,0.01,0.1,10963,25.45685341,10963,456.7916667
2470,85,25,1,0.1,0.1,0.01,10963,25.45685341,10963,456.7916667
2471,85,25,1,0.1,0.1,0.1,10963,25.45685341,10963,456.7916667
2472,85,30,1,0.01,0.01,0.01,11198,26.00253986,11198,466.5833333
2473,85,30,1,0.01,0.01,0.1,11198,26.00253986,11198,466.5833333
2474,85,30,1,0.01,0.1,0.01,11198,26.00253986,11198,466.5833333
2475,85,30,1,0.01,0.1,0.1,11198,26.00253986,11198,466.5833333
2476,85,30,1,0.1,0.01,0.01,11198,26.00253986,11198,466.5833333
2477,85,30,1,0.1,0.01,0.1,11198,26.00253986,11198,466.5833333
2478,85,30,1,0.1,0.1,0.01,11198,26.00253986,11198,466.5833333
2479,85,30,1,0.1,0.1,0.1,11198,26.00253986,11198,466.5833333
2480,85,35,1,0.01,0.01,0.01,11414,26.50410698,11414,475.5833333
2481,85,35,1,0.01,0.01,0.1,11414,26.50410698,11414,475.5833333
2482,85,35,1,0.01,0.1,0.01,11414,26.50410698,11414,475.5833333
2483,85,35,1,0.01,0.1,0.1,11414,26.50410698,11414,475.5833333
2484,85,35,1,0.1,0.01,0.01,11414,26.50410698,11414,475.5833333
2485,85,35,1,0.1,0.01,0.1,11414,26.50410698,11414,475.5833333
2486,85,35,1,0.1,0.1,0.01,11414,26.50410698,11414,475.5833333
2487,85,35,1,0.1,0.1,0.1,11414,26.50410698,11414,475.5833333
2488,85,40,1,0.01,0.01,0.01,11615,26.97084305,11615,483.9583333
2489,85,40,1,0.01,0.01,0.1,11615,26.97084305,11615,483.9583333
2490,85,40,1,0.01,0.1,0.01,11615,26.97084305,11615,483.9583333
2491,85,40,1,0.01,0.1,0.1,11615,26.97084305,11615,483.9583333
2492,85,40,1,0.1,0.01,0.01,11615,26.97084305,11615,483.9583333
2493,85,40,1,0.1,0.01,0.1,11615,26.97084305,11615,483.9583333
2494,85,40,1,0.1,0.1,0.01,11615,26.97084305,11615,483.9583333
2495,85,40,1,0.1,0.1,0.1,11615,26.97084305,11615,483.9583333
2496,85,45,1,0.01,0.01,0.01,11804,27.40971428,11804,491.8333333
2497,85,45,1,0.01,0.01,0.1,11804,27.40971428,11804,491.8333333
2498,85,45,1,0.01,0.1,0.01,11804,27.40971428,11804,491.8333333
2499,85,45,1,0.01,0.1,0.1,11804,27.40971428,11804,491.8333333
2500,85,45,1,0.1,0.01,0.01,11804,27.40971428,11804,491.8333333
2501,85,45,1,0.1,0.01,0.1,11804,27.40971428,11804,491.8333333
2502,85,45,1,0.1,0.1,0.01,11804,27.40971428,11804,491.8333333
2503,85,45,1,0.1,0.1,0.1,11804,27.40971428,11804,491.8333333
2504,85,50,1,0.01,0.01,0.01,11983,27.82536481,11983,499.2916667
2505,85,50,1,0.01,0.01,0.1,11983,27.82536481,11983,499.2916667
2506,85,50,1,0.01,0.1,0.01,11983,27.82536481,11983,499.2916667
2507,85,50,1,0.01,0.1,0.1,11983,27.82536481,11983,499.2916667
2508,85,50,1,0.1,0.01,0.01,11983,27.82536481,11983,499.2916667
2509,85,50,1,0.1,0.01,0.1,11983,27.82536481,11983,499.2916667
2510,85,50,1,0.1,0.1,0.01,11983,27.82536481,11983,499.2916667
2511,85,50,1,0.1,0.1,0.1,11983,27.82536481,11983,499.2916667
2512,85,55,1,0.01,0.01,0.01,12153,28.22011671,12153,506.375
2513,85,55,1,0.01,0.01,0.1,12153,28.22011671,12153,506.375
2514,85,55,1,0.01,0.1,0.01,12153,28.22011671,12153,506.375
2515,85,55,1,0.01,0.1,0.1,12153,28.22011671,12153,506.375
2516,85,55,1,0.1,0.01,0.01,12153,28.22011671,12153,506.375
2517,85,55,1,0.1,0.01,0.1,12153,28.22011671,12153,506.375
2518,85,55,1,0.1,0.1,0.01,12153,28.22011671,12153,506.375
2519,85,55,1,0.1,0.1,0.1,12153,28.22011671,12153,506.375
2520,85,60,1,0.01,0.01,0.01,12315,28.59629205,12315,513.125
2521,85,60,1,0.01,0.01,0.1,12315,28.59629205,12315,513.125
2522,85,60,1,0.01,0.1,0.01,12315,28.59629205,12315,513.125
2523,85,60,1,0.01,0.1,0.1,12315,28.59629205,12315,513.125
2524,85,60,1,0.1,0.01,0.01,12315,28.59629205,12315,513.125
2525,85,60,1,0.1,0.01,0.1,12315,28.59629205,12315,513.125
2526,85,60,1,0.1,0.1,0.01,12315,28.59629205,12315,513.125
2527,85,60,1,0.1,0.1,0.1,12315,28.59629205,12315,513.125
2528,85,65,1,0.01,0.01,0.01,12471,28.95853497,12471,519.625
2529,85,65,1,0.01,0.01,0.1,12471,28.95853497,12471,519.625
2530,85,65,1,0.01,0.1,0.01,12471,28.95853497,12471,519.625
2531,85,65,1,0.01,0.1,0.1,12471,28.95853497,12471,519.625
2532,85,65,1,0.1,0.01,0.01,12471,28.95853497,12471,519.625
2533,85,65,1,0.1,0.01,0.1,12471,28.95853497,12471,519.625
2534,85,65,1,0.1,0.1,0.01,12471,28.95853497,12471,519.625
2535,85,65,1,0.1,0.1,0.1,12471,28.95853497,12471,519.625
2536,85,70,1,0.01,0.01,0.01,12621,29.30684547,12621,525.875
2537,85,70,1,0.01,0.01,0.1,12621,29.30684547,12621,525.875
2538,85,70,1,0.01,0.1,0.01,12621,29.30684547,12621,525.875
2539,85,70,1,0.01,0.1,0.1,12621,29.30684547,12621,525.875
2540,85,70,1,0.1,0.01,0.01,12621,29.30684547,12621,525.875
2541,85,70,1,0.1,0.01,0.1,12621,29.30684547,12621,525.875
2542,85,70,1,0.1,0.1,0.01,12621,29.30684547,12621,525.875
2543,85,70,1,0.1,0.1,0.1,12621,29.30684547,12621,525.875
2544,85,75,1,0.01,0.01,0.01,12765,29.64122355,12765,531.875
2545,85,75,1,0.01,0.01,0.1,12765,29.64122355,12765,531.875
2546,85,75,1,0.01,0.1,0.01,12765,29.64122355,12765,531.875
2547,85,75,1,0.01,0.1,0.1,12765,29.64122355,12765,531.875
2548,85,75,1,0.1,0.01,0.01,12765,29.64122355,12765,531.875
2549,85,75,1,0.1,0.01,0.1,12765,29.64122355,12765,531.875
2550,85,75,1,0.1,0.1,0.01,12765,29.64122355,12765,531.875
2551,85,75,1,0.1,0.1,0.1,12765,29.64122355,12765,531.875
2552,85,80,1,0.01,0.01,0.01,12905,29.96631335,12905,537.7083333
2553,85,80,1,0.01,0.01,0.1,12905,29.96631335,12905,537.7083333
2554,85,80,1,0.01,0.1,0.01,12905,29.96631335,12905,537.7083333
2555,85,80,1,0.01,0.1,0.1,12905,29.96631335,12905,537.7083333
2556,85,80,1,0.1,0.01,0.01,12905,29.96631335,12905,537.7083333
2557,85,80,1,0.1,0.01,0.1,12905,29.96631335,12905,537.7083333
2558,85,80,1,0.1,0.1,0.01,12905,29.96631335,12905,537.7083333
2559,85,80,1,0.1,0.1,0.1,12905,29.96631335,12905,537.7083333
2560,85,85,1,0.01,0.01,0.01,13041,30.28211487,13041,543.375
2561,85,85,1,0.01,0.01,0.1,13041,30.28211487,13041,543.375
2562,85,85,1,0.01,0.1,0.01,13041,30.28211487,13041,543.375
2563,85,85,1,0.01,0.1,0.1,13041,30.28211487,13041,543.375
2564,85,85,1,0.1,0.01,0.01,13041,30.28211487,13041,543.375
2565,85,85,1,0.1,0.01,0.1,13041,30.28211487,13041,543.375
2566,85,85,1,0.1,0.1,0.01,13041,30.28211487,13041,543.375
2567,85,85,1,0.1,0.1,0.1,13041,30.28211487,13041,543.375
2568,85,90,1,0.01,0.01,0.01,13172,30.58630604,13172,548.8333333
2569,85,90,1,0.01,0.01,0.1,13172,30.58630604,13172,548.8333333
2570,85,90,1,0.01,0.1,0.01,13172,30.58630604,13172,548.8333333
2571,85,90,1,0.01,0.1,0.1,13172,30.58630604,13172,548.8333333
2572,85,90,1,0.1,0.01,0.01,13172,30.58630604,13172,548.8333333
2573,85,90,1,0.1,0.01,0.1,13172,30.58630604,13172,548.8333333
2574,85,90,1,0.1,0.1,0.01,13172,30.58630604,13172,548.8333333
2575,85,90,1,0.1,0.1,0.1,13172,30.58630604,13172,548.8333333
2576,85,95,1,0.01,0.01,0.01,13300,30.883531,13300,554.1666667
2577,85,95,1,0.01,0.01,0.1,13300,30.883531,13300,554.1666667
2578,85,95,1,0.01,0.1,0.01,13300,30.883531,13300,554.1666667
2579,85,95,1,0.01,0.1,0.1,13300,30.883531,13300,554.1666667
2580,85,95,1,0.1,0.01,0.01,13300,30.883531,13300,554.1666667
2581,85,95,1,0.1,0.01,0.1,13300,30.883531,13300,554.1666667
2582,85,95,1,0.1,0.1,0.01,13300,30.883531,13300,554.1666667
2583,85,95,1,0.1,0.1,0.1,13300,30.883531,13300,554.1666667
2584,90,5,1,0.01,0.01,0.01,10102,23.45755114,10102,420.9166667
2585,90,5,1,0.01,0.01,0.1,10102,23.45755114,10102,420.9166667
2586,90,5,1,0.01,0.1,0.01,10102,23.45755114,10102,420.9166667
2587,90,5,1,0.01,0.1,0.1,10102,23.45755114,10102,420.9166667
2588,90,5,1,0.1,0.01,0.01,10102,23.45755114,10102,420.9166667
2589,90,5,1,0.1,0.01,0.1,10102,23.45755114,10102,420.9166667
2590,90,5,1,0.1,0.1,0.01,10102,23.45755114,10102,420.9166667
2591,90,5,1,0.1,0.1,0.1,10102,23.45755114,10102,420.9166667
2592,90,10,1,0.01,0.01,0.01,10558,24.51641506,10558,439.9166667
2593,90,10,1,0.01,0.01,0.1,10558,24.51641506,10558,439.9166667
2594,90,10,1,0.01,0.1,0.01,10558,24.51641506,10558,439.9166667
2595,90,10,1,0.01,0.1,0.1,10558,24.51641506,10558,439.9166667
2596,90,10,1,0.1,0.01,0.01,10558,24.51641506,10558,439.9166667
2597,90,10,1,0.1,0.01,0.1,10558,24.51641506,10558,439.9166667
2598,90,10,1,0.1,0.1,0.01,10558,24.51641506,10558,439.9166667
2599,90,10,1,0.1,0.1,0.1,10558,24.51641506,10558,439.9166667
2600,90,15,1,0.01,0.01,0.01,10908,25.32913956,10908,454.5
2601,90,15,1,0.01,0.01,0.1,10908,25.32913956,10908,454.5
2602,90,15,1,0.01,0.1,0.01,10908,25.32913956,10908,454.5
2603,90,15,1,0.01,0.1,0.1,10908,25.32913956,10908,454.5
2604,90,15,1,0.1,0.01,0.01,10908,25.32913956,10908,454.5
2605,90,15,1,0.1,0.01,0.1,10908,25.32913956,10908,454.5
2606,90,15,1,0.1,0.1,0.01,10908,25.32913956,10908,454.5
2607,90,15,1,0.1,0.1,0.1,10908,25.32913956,10908,454.5
2608,90,20,1,0.01,0.01,0.01,11203,26.01415021,11203,466.7916667
2609,90,20,1,0.01,0.01,0.1,11203,26.01415021,11203,466.7916667
2610,90,20,1,0.01,0.1,0.01,11203,26.01415021,11203,466.7916667
2611,90,20,1,0.01,0.1,0.1,11203,26.01415021,11203,466.7916667
2612,90,20,1,0.1,0.01,0.01,11203,26.01415021,11203,466.7916667
2613,90,20,1,0.1,0.01,0.1,11203,26.01415021,11203,466.7916667
2614,90,20,1,0.1,0.1,0.01,11203,26.01415021,11203,466.7916667
2615,90,20,1,0.1,0.1,0.1,11203,26.01415021,11203,466.7916667
2616,90,25,1,0.01,0.01,0.01,11463,26.61788841,11463,477.625
2617,90,25,1,0.01,0.01,0.1,11463,26.61788841,11463,477.625
2618,90,25,1,0.01,0.1,0.01,11463,26.61788841,11463,477.625
2619,90,25,1,0.01,0.1,0.1,11463,26.61788841,11463,477.625
2620,90,25,1,0.1,0.01,0.01,11463,26.61788841,11463,477.625
2621,90,25,1,0.1,0.01,0.1,11463,26.61788841,11463,477.625
2622,90,25,1,0.1,0.1,0.01,11463,26.61788841,11463,477.625
2623,90,25,1,0.1,0.1,0.1,11463,26.61788841,11463,477.625
2624,90,30,1,0.01,0.01,0.01,11698,27.16357486,11698,487.4166667
2625,90,30,1,0.01,0.01,0.1,11698,27.16357486,11698,487.4166667
2626,90,30,1,0.01,0.1,0.01,11698,27.16357486,11698,487.4166667
2627,90,30,1,0.01,0.1,0.1,11698,27.16357486,11698,487.4166667
2628,90,30,1,0.1,0.01,0.01,11698,27.16357486,11698,487.4166667
2629,90,30,1,0.1,0.01,0.1,11698,27.16357486,11698,487.4166667
2630,90,30,1,0.1,0.1,0.01,11698,27.16357486,11698,487.4166667
2631,90,30,1,0.1,0.1,0.1,11698,27.16357486,11698,487.4166667
2632,90,35,1,0.01,0.01,0.01,11914,27.66514198,11914,496.4166667
2633,90,35,1,0.01,0.01,0.1,11914,27.66514198,11914,496.4166667
2634,90,35,1,0.01,0.1,0.01,11914,27.66514198,11914,496.4166667
2635,90,35,1,0.01,0.1,0.1,11914,27.66514198,11914,496.4166667
2636,90,35,1,0.1,0.01,0.01,11914,27.66514198,11914,496.4166667
2637,90,35,1,0.1,0.01,0.1,11914,27.66514198,11914,496.4166667
2638,90,35,1,0.1,0.1,0.01,11914,27.66514198,11914,496.4166667
2639,90,35,1,0.1,0.1,0.1,11914,27.66514198,11914,496.4166667
2640,90,40,1,0.01,0.01,0.01,12115,28.13187805,12115,504.7916667
2641,90,40,1,0.01,0.01,0.1,12115,28.13187805,12115,504.7916667
2642,90,40,1,0.01,0.1,0.01,12115,28.13187805,12115,504.7916667
2643,90,40,1,0.01,0.1,0.1,12115,28.13187805,12115,504.7916667
2644,90,40,1,0.1,0.01,0.01,12115,28.13187805,12115,504.7916667
2645,90,40,1,0.1,0.01,0.1,12115,28.13187805,12115,504.7916667
2646,90,40,1,0.1,0.1,0.01,12115,28.13187805,12115,504.7916667
2647,90,40,1,0.1,0.1,0.1,12115,28.13187805,12115,504.7916667
2648,90,45,1,0.01,0.01,0.01,12304,28.57074928,12304,512.6666667
2649,90,45,1,0.01,0.01,0.1,12304,28.57074928,12304,512.6666667
2650,90,45,1,0.01,0.1,0.01,12304,28.57074928,12304,512.6666667
2651,90,45,1,0.01,0.1,0.1,12304,28.57074928,12304,512.6666667
2652,90,45,1,0.1,0.01,0.01,12304,28.57074928,12304,512.6666667
2653,90,45,1,0.1,0.01,0.1,12304,28.57074928,12304,512.6666667
2654,90,45,1,0.1,0.1,0.01,12304,28.57074928,12304,512.6666667
2655,90,45,1,0.1,0.1,0.1,12304,28.57074928,12304,512.6666667
2656,90,50,1,0.01,0.01,0.01,12483,28.98639981,12483,520.125
2657,90,50,1,0.01,0.01,0.1,12483,28.98639981,12483,520.125
2658,90,50,1,0.01,0.1,0.01,12483,28.98639981,12483,520.125
2659,90,50,1,0.01,0.1,0.1,12483,28.98639981,12483,520.125
2660,90,50,1,0.1,0.01,0.01,12483,28.98639981,12483,520.125
2661,90,50,1,0.1,0.01,0.1,12483,28.98639981,12483,520.125
2662,90,50,1,0.1,0.1,0.01,12483,28.98639981,12483,520.125
2663,90,50,1,0.1,0.1,0.1,12483,28.98639981,12483,520.125
2664,90,55,1,0.01,0.01,0.01,12653,29.38115171,12653,527.2083333
2665,90,55,1,0.01,0.01,0.1,12653,29.38115171,12653,527.2083333
2666,90,55,1,0.01,0.1,0.01,12653,29.38115171,12653,527.2083333
2667,90,55,1,0.01,0.1,0.1,12653,29.38115171,12653,527.2083333
2668,90,55,1,0.1,0.01,0.01,12653,29.38115171,12653,527.2083333
2669,90,55,1,0.1,0.01,0.1,12653,29.38115171,12653,527.2083333
2670,90,55,1,0.1,0.1,0.01,12653,29.38115171,12653,527.2083333
2671,90,55,1,0.1,0.1,0.1,12653,29.38115171,12653,527.2083333
2672,90,60,1,0.01,0.01,0.01,12815,29.75732705,12815,533.9583333
2673,90,60,1,0.01,0.01,0.1,12815,29.75732705,12815,533.9583333
2674,90,60,1,0.01,0.1,0.01,12815,29.75732705,12815,533.9583333
2675,90,60,1,0.01,0.1,0.1,12815,29.75732705,12815,533.9583333
2676,90,60,1,0.1,0.01,0.01,12815,29.75732705,12815,533.9583333
2677,90,60,1,0.1,0.01,0.1,12815,29.75732705,12815,533.9583333
2678,90,60,1,0.1,0.1,0.01,12815,29.75732705,12815,533.9583333
2679,90,60,1,0.1,0.1,0.1,12815,29.75732705,12815,533.9583333
2680,90,65,1,0.01,0.01,0.01,12971,30.11956997,12971,540.4583333
2681,90,65,1,0.01,0.01,0.1,12971,30.11956997,12971,540.4583333
2682,90,65,1,0.01,0.1,0.01,12971,30.11956997,12971,540.4583333
2683,90,65,1,0.01,0.1,0.1,12971,30.11956997,12971,540.4583333
2684,90,65,1,0.1,0.01,0.01,12971,30.11956997,12971,540.4583333
2685,90,65,1,0.1,0.01,0.1,12971,30.11956997,12971,540.4583333
2686,90,65,1,0.1,0.1,0.01,12971,30.11956997,12971,540.4583333
2687,90,65,1,0.1,0.1,0.1,12971,30.11956997,12971,540.4583333
2688,90,70,1,0.01,0.01,0.01,13121,30.46788047,13121,546.7083333
2689,90,70,1,0.01,0.01,0.1,13121,30.46788047,13121,546.7083333
2690,90,70,1,0.01,0.1,0.01,13121,30.46788047,13121,546.7083333
2691,90,70,1,0.01,0.1,0.1,13121,30.46788047,13121,546.7083333
2692,90,70,1,0.1,0.01,0.01,13121,30.46788047,13121,546.7083333
2693,90,70,1,0.1,0.01,0.1,13121,30.46788047,13121,546.7083333
2694,90,70,1,0.1,0.1,0.01,13121,30.46788047,13121,546.7083333
2695,90,70,1,0.1,0.1,0.1,13121,30.46788047,13121,546.7083333
2696,90,75,1,0.01,0.01,0.01,13265,30.80225855,13265,552.7083333
2697,90,75,1,0.01,0.01,0.1,13265,30.80225855,13265,552.7083333
2698,90,75,1,0.01,0.1,0.01,13265,30.80225855,13265,552.7083333
2699,90,75,1,0.01,0.1,0.1,13265,30.80225855,13265,552.7083333
2700,90,75,1,0.1,0.01,0.01,13265,30.80225855,13265,552.7083333
2701,90,75,1,0.1,0.01,0.1,13265,30.80225855,13265,552.7083333
2702,90,75,1,0.1,0.1,0.01,13265,30.80225855,13265,552.7083333
2703,90,75,1,0.1,0.1,0.1,13265,30.80225855,13265,552.7083333
2704,90,80,1,0.01,0.01,0.01,13405,31.12734835,13405,558.5416667
2705,90,80,1,0.01,0.01,0.1,13405,31.12734835,13405,558.5416667
2706,90,80,1,0.01,0.1,0.01,13405,31.12734835,13405,558.5416667
2707,90,80,1,0.01,0.1,0.1,13405,31.12734835,13405,558.5416667
2708,90,80,1,0.1,0.01,0.01,13405,31.12734835,13405,558.5416667
2709,90,80,1,0.1,0.01,0.1,13405,31.12734835,13405,558.5416667
2710,90,80,1,0.1,0.1,0.01,13405,31.12734835,13405,558.5416667
2711,90,80,1,0.1,0.1,0.1,13405,31.12734835,13405,558.5416667
2712,90,85,1,0.01,0.01,0.01,13541,31.44314987,13541,564.2083333
2713,90,85,1,0.01,0.01,0.1,13541,31.44314987,13541,564.2083333
2714,90,85,1,0.01,0.1,0.01,13541,31.44314987,13541,564.2083333
2715,90,85,1,0.01,0.1,0.1,13541,31.44314987,13541,564.2083333
2716,90,85,1,0.1,0.01,0.01,13541,31.44314987,13541,564.2083333
2717,90,85,1,0.1,0.01,0.1,13541,31.44314987,13541,564.2083333
2718,90,85,1,0.1,0.1,0.01,13541,31.44314987,13541,564.2083333
2719,90,85,1,0.1,0.1,0.1,13541,31.44314987,13541,564.2083333
2720,90,90,1,0.01,0.01,0.01,13672,31.74734104,13672,569.6666667
2721,90,90,1,0.01,0.01,0.1,13672,31.74734104,13672,569.6666667
2722,90,90,1,0.01,0.1,0.01,13672,31.74734104,13672,569.6666667
2723,90,90,1,0.01,0.1,0.1,13672,31.74734104,13672,569.6666667
2724,90,90,1,0.1,0.01,0.01,13672,31.74734104,13672,569.6666667
2725,90,90,1,0.1,0.01,0.1,13672,31.74734104,13672,569.6666667
2726,90,90,1,0.1,0.1,0.01,13672,31.74734104,13672,569.6666667
