,B_VALUE,C_VALUE,BETA_S1,BETA_S2,transactions,ETH
487,800.0,800.0,0.1,400.0,28.0,0.06501796
488,800.0,900.0,0.01,100.0,767803.0,1782.89231221
489,800.0,900.0,0.01,200.0,794.0,1.84372358
490,800.0,900.0,0.01,300.0,401.0,0.93115007
491,800.0,900.0,0.01,400.0,269.0,0.62463683
492,800.0,900.0,0.1,100.0,76786.0,178.30246702
493,800.0,900.0,0.1,200.0,81.0,0.18808767
494,800.0,900.0,0.1,300.0,42.0,0.09752694
495,800.0,900.0,0.1,400.0,28.0,0.06501796
496,800.0,1000.0,0.01,100.0,691185.0,1604.97995295
497,800.0,1000.0,0.01,200.0,793.0,1.84140151
498,800.0,1000.0,0.01,300.0,401.0,0.93115007
499,800.0,1000.0,0.01,400.0,269.0,0.62463683
500,800.0,1000.0,0.1,100.0,69125.0,160.51308875
501,800.0,1000.0,0.1,200.0,81.0,0.18808767
502,800.0,1000.0,0.1,300.0,42.0,0.09752694
503,800.0,1000.0,0.1,400.0,28.0,0.06501796
504,900.0,200.0,0.01,100.0,4910917.0,11403.49303819
505,900.0,200.0,0.01,200.0,904.0,2.09915128
506,900.0,200.0,0.01,300.0,454.0,1.05421978
507,900.0,200.0,0.01,400.0,304.0,0.70590928
508,900.0,200.0,0.1,100.0,491098.0,1140.36393286
509,900.0,200.0,0.1,200.0,92.0,0.21363044
510,900.0,200.0,0.1,300.0,47.0,0.10913729
511,900.0,200.0,0.1,400.0,32.0,0.07430624
512,900.0,300.0,0.01,100.0,3274553.0,7603.74128471
513,900.0,300.0,0.01,200.0,902.0,2.09450714
514,900.0,300.0,0.01,300.0,454.0,1.05421978
515,900.0,300.0,0.01,400.0,304.0,0.70590928
516,900.0,300.0,0.1,100.0,327462.0,760.38968634
517,900.0,300.0,0.1,200.0,92.0,0.21363044
518,900.0,300.0,0.1,300.0,47.0,0.10913729
519,900.0,300.0,0.1,400.0,32.0,0.07430624
520,900.0,400.0,0.01,100.0,2456371.0,5703.86540797
521,900.0,400.0,0.01,200.0,900.0,2.089863
522,900.0,400.0,0.01,300.0,454.0,1.05421978
523,900.0,400.0,0.01,400.0,304.0,0.70590928
524,900.0,400.0,0.1,100.0,245644.0,570.40256308
525,900.0,400.0,0.1,200.0,92.0,0.21363044
526,900.0,400.0,0.1,300.0,47.0,0.10913729
527,900.0,400.0,0.1,400.0,32.0,0.07430624
528,900.0,500.0,0.01,100.0,1965461.0,4563.93802427
529,900.0,500.0,0.01,200.0,899.0,2.08754093
530,900.0,500.0,0.01,300.0,453.0,1.05189771
531,900.0,500.0,0.01,400.0,303.0,0.70358721
532,900.0,500.0,0.1,100.0,196553.0,456.40982471
533,900.0,500.0,0.1,200.0,92.0,0.21363044
534,900.0,500.0,0.1,300.0,47.0,0.10913729
535,900.0,500.0,0.1,400.0,32.0,0.07430624
536,900.0,600.0,0.01,100.0,1638189.0,3803.98953123
537,900.0,600.0,0.01,200.0,898.0,2.08521886
538,900.0,600.0,0.01,300.0,453.0,1.05189771
539,900.0,600.0,0.01,400.0,303.0,0.70358721
540,900.0,600.0,0.1,100.0,163825.0,380.41311775
541,900.0,600.0,0.1,200.0,92.0,0.21363044
542,900.0,600.0,0.1,300.0,47.0,0.10913729
543,900.0,600.0,0.1,400.0,32.0,0.07430624
544,900.0,700.0,0.01,100.0,1404422.0,3261.16619354
545,900.0,700.0,0.01,200.0,897.0,2.08289679
546,900.0,700.0,0.01,300.0,453.0,1.05189771
547,900.0,700.0,0.01,400.0,303.0,0.70358721
548,900.0,700.0,0.1,100.0,140449.0,326.13240943
549,900.0,700.0,0.1,200.0,92.0,0.21363044
550,900.0,700.0,0.1,300.0,47.0,0.10913729
551,900.0,700.0,0.1,400.0,32.0,0.07430624
552,900.0,800.0,0.01,100.0,1229097.0,2854.04927079
553,900.0,800.0,0.01,200.0,896.0,2.08057472
554,900.0,800.0,0.01,300.0,452.0,1.04957564
555,900.0,800.0,0.01,400.0,303.0,0.70358721
556,900.0,800.0,0.1,100.0,122916.0,285.41955612
557,900.0,800.0,0.1,200.0,91.0,0.21130837
558,900.0,800.0,0.1,300.0,47.0,0.10913729
559,900.0,800.0,0.1,400.0,32.0,0.07430624
560,900.0,900.0,0.01,100.0,1092734.0,2537.40483938
561,900.0,900.0,0.01,200.0,895.0,2.07825265
562,900.0,900.0,0.01,300.0,452.0,1.04957564
563,900.0,900.0,0.01,400.0,303.0,0.70358721
564,900.0,900.0,0.1,100.0,109280.0,253.7558096
565,900.0,900.0,0.1,200.0,91.0,0.21130837
566,900.0,900.0,0.1,300.0,47.0,0.10913729
567,900.0,900.0,0.1,400.0,32.0,0.07430624
568,900.0,1000.0,0.01,100.0,983643.0,2284.08790101
569,900.0,1000.0,0.01,200.0,894.0,2.07593058
570,900.0,1000.0,0.01,300.0,452.0,1.04957564
571,900.0,1000.0,0.01,400.0,303.0,0.70358721
572,900.0,1000.0,0.1,100.0,98371.0,228.42434797
573,900.0,1000.0,0.1,200.0,91.0,0.21130837
574,900.0,1000.0,0.1,300.0,47.0,0.10913729
575,900.0,1000.0,0.1,400.0,32.0,0.07430624
576,1000.0,200.0,0.01,100.0,6736035.0,15641.54479245
577,1000.0,200.0,0.01,200.0,1005.0,2.33368035
578,1000.0,200.0,0.01,300.0,505.0,1.17264535
579,1000.0,200.0,0.01,400.0,338.0,0.78485966
580,1000.0,200.0,0.1,100.0,673610.0,1564.1695727
581,1000.0,200.0,0.1,200.0,102.0,0.23685114
582,1000.0,200.0,0.1,300.0,52.0,0.12074764
583,1000.0,200.0,0.1,400.0,35.0,0.08127245
584,1000.0,300.0,0.01,100.0,4491365.0,10429.26392555
585,1000.0,300.0,0.01,200.0,1003.0,2.32903621
586,1000.0,300.0,0.01,300.0,504.0,1.17032328
587,1000.0,300.0,0.01,400.0,337.0,0.78253759
588,1000.0,300.0,0.1,100.0,449143.0,1042.94148601
589,1000.0,300.0,0.1,200.0,102.0,0.23685114
590,1000.0,300.0,0.1,300.0,52.0,0.12074764
591,1000.0,300.0,0.1,400.0,35.0,0.08127245
592,1000.0,400.0,0.01,100.0,3369031.0,7823.12581417
593,1000.0,400.0,0.01,200.0,1001.0,2.32439207
594,1000.0,400.0,0.01,300.0,504.0,1.17032328
595,1000.0,400.0,0.01,400.0,337.0,0.78253759
596,1000.0,400.0,0.1,100.0,336910.0,782.3286037
597,1000.0,400.0,0.1,200.0,102.0,0.23685114
598,1000.0,400.0,0.1,300.0,52.0,0.12074764
599,1000.0,400.0,0.1,400.0,35.0,0.08127245
600,1000.0,500.0,0.01,100.0,2695630.0,6259.4415541
601,1000.0,500.0,0.01,200.0,1000.0,2.32207
602,1000.0,500.0,0.01,300.0,504.0,1.17032328
603,1000.0,500.0,0.01,400.0,337.0,0.78253759
604,1000.0,500.0,0.1,100.0,269570.0,625.9604099
605,1000.0,500.0,0.1,200.0,102.0,0.23685114
606,1000.0,500.0,0.1,300.0,52.0,0.12074764
607,1000.0,500.0,0.1,400.0,35.0,0.08127245
608,1000.0,600.0,0.01,100.0,2246696.0,5216.98538072
609,1000.0,600.0,0.01,200.0,999.0,2.31974793
610,1000.0,600.0,0.01,300.0,503.0,1.16800121
611,1000.0,600.0,0.01,400.0,337.0,0.78253759
612,1000.0,600.0,0.1,100.0,224676.0,521.71339932
613,1000.0,600.0,0.1,200.0,102.0,0.23685114
614,1000.0,600.0,0.1,300.0,52.0,0.12074764
615,1000.0,600.0,0.1,400.0,35.0,0.08127245
616,1000.0,700.0,0.01,100.0,1926029.0,4472.37416003
617,1000.0,700.0,0.01,200.0,998.0,2.31742586
618,1000.0,700.0,0.01,300.0,503.0,1.16800121
619,1000.0,700.0,0.01,400.0,337.0,0.78253759
620,1000.0,700.0,0.1,100.0,192609.0,447.25158063
621,1000.0,700.0,0.1,200.0,102.0,0.23685114
622,1000.0,700.0,0.1,300.0,52.0,0.12074764
623,1000.0,700.0,0.1,400.0,35.0,0.08127245
624,1000.0,800.0,0.01,100.0,1685528.0,3913.91400296
625,1000.0,800.0,0.01,200.0,997.0,2.31510379
626,1000.0,800.0,0.01,300.0,503.0,1.16800121
627,1000.0,800.0,0.01,400.0,337.0,0.78253759
628,1000.0,800.0,0.1,100.0,168559.0,391.40579713
629,1000.0,800.0,0.1,200.0,102.0,0.23685114
630,1000.0,800.0,0.1,300.0,52.0,0.12074764
631,1000.0,800.0,0.1,400.0,35.0,0.08127245
632,1000.0,900.0,0.01,100.0,1498473.0,3479.55919911
633,1000.0,900.0,0.01,200.0,996.0,2.31278172
634,1000.0,900.0,0.01,300.0,502.0,1.16567914
635,1000.0,900.0,0.01,400.0,337.0,0.78253759
636,1000.0,900.0,0.1,100.0,149854.0,347.97147778
637,1000.0,900.0,0.1,200.0,101.0,0.23452907
638,1000.0,900.0,0.1,300.0,52.0,0.12074764
639,1000.0,900.0,0.1,400.0,35.0,0.08127245
640,1000.0,1000.0,0.01,100.0,1348828.0,3132.07303396
641,1000.0,1000.0,0.01,200.0,995.0,2.31045965
642,1000.0,1000.0,0.01,300.0,502.0,1.16567914
643,1000.0,1000.0,0.01,400.0,336.0,0.78021552
644,1000.0,1000.0,0.1,100.0,134889.0,313.22170023
645,1000.0,1000.0,0.1,200.0,101.0,0.23452907
646,1000.0,1000.0,0.1,300.0,52.0,0.12074764
647,1000.0,1000.0,0.1,400.0,35.0,0.08127245
